"loan_id","is_first_loan","fully_repaid_previous_loans","currently_repaying_other_loans","total_credit_card_limit","avg_percentage_credit_card_limit_used_last_year","saving_amount","checking_amount","is_employed","yearly_salary","age","dependent_number"
985683,0,0,1,5000,0.78,5256,7541,0,0,32,2
982776,1,NA,NA,4000,0.57,571,3284,1,25600,26,6
649528,0,1,1,4600,0.89,694,565,0,0,27,1
212279,1,NA,NA,5900,1,6515,7201,0,0,35,8
130442,1,NA,NA,0,NA,293,2017,0,0,57,2
482067,0,1,1,3500,0.79,804,1585,1,36500,33,2
538647,1,NA,NA,5800,0.75,734,3884,1,22800,31,4
443315,1,NA,NA,6000,0.65,3272,2265,0,0,22,1
810676,1,NA,NA,2600,0.98,1070,1428,0,0,41,4
4332,0,1,0,5000,0.46,4584,792,0,0,41,2
443489,1,NA,NA,3800,0.98,2316,4529,1,20700,24,5
426129,1,NA,NA,5200,0.58,2097,5413,1,28600,54,1
722700,0,1,0,2600,0.36,92,5302,1,40100,41,2
712932,0,1,0,6100,0.62,2575,4507,1,36200,38,8
922804,0,0,0,0,NA,331,1329,0,0,44,2
917805,1,NA,NA,3900,0.8,644,634,1,25000,49,8
261017,0,1,0,3100,0.93,1516,3171,0,0,39,7
696272,0,1,0,3600,0.65,133,4338,1,29900,38,2
66595,1,NA,NA,3600,0.77,1160,2708,0,0,30,8
90957,1,NA,NA,3100,0.72,1493,7492,1,14100,50,2
802326,1,NA,NA,8400,0.53,1680,4612,1,15300,43,8
278601,1,NA,NA,2800,0.77,291,2867,1,37000,24,8
460182,0,1,0,2200,0.92,2426,3688,1,63600,59,8
863153,1,NA,NA,6200,0.7,1726,1709,0,0,36,2
530935,0,1,0,3900,0.76,2958,2493,1,43600,27,4
555553,1,NA,NA,7300,0.6,3656,753,1,20500,56,0
651105,1,NA,NA,5700,0.8,926,2353,1,23000,43,1
228602,0,1,0,8500,0.67,4934,7683,0,0,38,8
209530,0,1,1,2500,0.41,635,1387,0,0,66,1
29136,0,1,0,5300,0.96,3985,5242,1,17500,63,3
901572,1,NA,NA,1400,0.64,804,6117,1,54100,38,2
860159,1,NA,NA,3900,0.82,1438,1354,1,42100,52,1
275233,0,1,1,4100,0.79,5444,4029,1,54400,49,8
590510,1,NA,NA,900,0.94,644,3190,1,11400,51,4
675903,1,NA,NA,6000,0.89,137,6025,1,12000,54,2
799068,0,1,1,4000,0.74,4018,4015,1,12600,35,2
458385,0,1,0,5100,0.62,1161,963,1,9900,18,3
703620,1,NA,NA,3400,0.57,1559,1615,0,0,40,8
222914,0,1,1,1000,0.81,829,2904,1,11900,52,6
386364,1,NA,NA,6600,0.41,4710,7207,1,29200,32,1
126397,0,1,1,4200,0.65,1203,1879,0,0,28,6
769066,0,1,1,2200,0.68,2073,3873,0,0,29,2
398044,0,1,0,4200,1.06,538,2756,0,0,30,5
103965,1,NA,NA,3100,0.56,2837,5837,1,48500,45,5
993628,0,1,0,7000,0.41,2843,479,0,0,59,7
33788,1,NA,NA,4900,0.64,1632,1566,0,0,32,8
551410,1,NA,NA,0,NA,3974,3840,1,39700,67,1
946349,1,NA,NA,3400,0.44,1735,6150,1,22600,34,1
470999,0,1,0,3400,0.71,889,2960,0,0,34,1
949738,1,NA,NA,2500,0.75,3126,5985,1,56400,55,2
801324,0,1,0,5200,0.85,2116,1547,1,26700,70,3
131431,1,NA,NA,2600,0.68,1160,2579,1,25300,58,1
282020,0,1,1,2100,1.06,888,2821,0,0,30,1
252637,1,NA,NA,6600,0.63,1577,3016,1,51200,29,3
125137,0,1,0,5700,0.68,3260,4167,1,27500,53,8
21124,1,NA,NA,2100,1.08,524,1542,1,30700,34,8
193825,1,NA,NA,6800,0.91,1260,2569,0,0,22,3
296291,1,NA,NA,500,1.06,971,1931,0,0,29,2
792639,0,1,0,5000,0.72,2131,4331,1,41100,26,3
115942,0,1,0,6000,1.02,833,1836,1,37000,41,7
147441,1,NA,NA,7000,0.81,6005,8117,1,28800,54,3
862170,0,1,0,5400,0.7,3776,2444,1,41100,41,1
976288,1,NA,NA,2200,0.58,773,1387,1,6100,49,8
216329,0,1,0,5000,0.59,524,1260,0,0,40,1
185830,0,1,0,3900,0.33,974,3900,1,59000,19,8
468038,0,1,0,4500,0.7,1346,1187,1,31700,40,4
798641,1,NA,NA,5400,0.51,2792,3123,1,26300,51,1
821543,1,NA,NA,2500,0.83,8485,4097,0,0,37,8
228273,0,1,0,6100,0.66,1959,5113,1,31800,54,3
134529,0,1,0,3500,1.07,20,1593,0,0,31,1
483548,0,1,0,7000,0.55,575,4502,1,83800,37,2
529563,1,NA,NA,3000,0.66,2026,2815,1,38500,78,8
12897,1,NA,NA,6600,0.49,1098,3263,0,0,63,1
194649,0,1,0,3000,0.64,1317,1834,0,0,25,1
896222,0,1,1,4800,0.52,1737,1475,1,10200,35,1
23427,0,1,0,3400,0.78,1468,1861,1,20000,45,5
347874,1,NA,NA,0,NA,2238,1991,1,25300,22,4
930544,1,NA,NA,4200,0.9,903,1869,1,30300,36,1
708564,1,NA,NA,4000,1.06,692,2774,0,0,30,1
948567,0,1,0,6000,0.6,285,727,1,6200,41,5
248113,0,1,0,4500,0.67,4226,2397,1,41900,26,0
370333,0,0,0,2300,0.76,1198,3313,1,32000,55,1
671173,0,1,1,5700,0.75,1777,2784,0,0,34,2
252800,1,NA,NA,4200,1,4264,3586,1,26500,37,3
568945,1,NA,NA,2600,0.83,1364,3421,0,0,29,1
311709,1,NA,NA,3500,0.75,1243,2068,1,24800,45,4
720575,0,1,1,2400,0.8,1545,2887,0,0,30,3
807388,1,NA,NA,4000,1.05,2237,5258,1,28600,60,1
405770,0,1,0,6800,0.6,1011,3436,1,47800,28,1
993544,1,NA,NA,7000,0.56,2923,6910,1,36500,29,3
262598,0,1,1,2400,0.72,3002,3202,1,30400,54,2
635344,0,1,0,3100,0.97,1683,1333,1,15200,25,4
53021,0,1,1,2300,0.96,1111,1229,1,39100,41,2
491769,1,NA,NA,4400,0.83,736,1696,1,29400,52,3
731616,1,NA,NA,5500,0.25,2074,5632,1,45200,47,2
78112,0,1,1,2700,0.68,1103,553,0,0,69,5
798350,0,1,1,2300,1.08,439,681,0,0,38,5
771447,1,NA,NA,8300,0.86,38,2764,1,29000,38,1
914922,1,NA,NA,6800,0.64,3104,2279,1,24000,44,6
48893,0,1,0,7300,0.39,2965,220,1,29100,36,2
904679,1,NA,NA,6500,0.41,983,6219,1,38000,65,2
980287,1,NA,NA,5000,0.97,608,1717,1,23500,49,8
813384,1,NA,NA,5100,0.74,908,2873,0,0,61,1
855998,1,NA,NA,3500,0.84,2843,529,1,42200,20,1
28602,0,0,1,2900,0.37,752,2261,1,42900,33,2
182296,0,1,1,7800,0.52,988,750,1,21800,56,2
180292,0,1,0,0,NA,1718,911,0,0,20,4
828738,1,NA,NA,2900,1.03,637,1167,1,19100,56,5
925883,1,NA,NA,5400,0.55,1622,4029,1,37500,42,8
494056,0,1,0,1600,0.44,2003,844,1,33100,41,2
413293,0,1,0,2300,0.73,280,4543,0,0,29,1
915997,1,NA,NA,7300,0.38,1828,2835,0,0,41,3
697439,1,NA,NA,2800,0.8,2499,3590,1,28000,48,0
31812,0,1,0,6800,0.48,1476,4242,1,31800,35,2
381385,0,0,1,0,NA,918,1343,0,0,54,8
667142,0,1,0,4300,0.91,785,1058,1,25100,34,2
130896,1,NA,NA,2800,0.81,2031,3972,1,17800,27,8
34244,0,1,1,6700,0.69,1158,2972,0,0,31,3
878835,0,1,0,6700,0.61,1139,2286,0,0,54,7
563918,1,NA,NA,3000,0.72,2173,1681,1,27100,33,6
157024,0,1,0,3900,0.97,550,2448,1,22800,60,3
647141,1,NA,NA,7000,0.63,320,1362,1,16400,35,1
447856,0,1,1,5900,0.69,511,397,1,30000,38,8
261833,1,NA,NA,6800,0.67,2827,5397,0,0,50,6
570490,1,NA,NA,7000,0.73,8359,502,1,20600,46,8
946384,0,1,0,6500,0.73,4182,4013,1,29900,52,6
980299,0,1,0,6100,0.64,6152,3373,1,31600,33,5
883151,1,NA,NA,4100,0.74,1400,1122,1,42400,71,1
423420,1,NA,NA,7000,0.88,636,1952,0,0,32,6
367474,1,NA,NA,0,NA,436,1732,0,0,46,3
162033,0,1,0,5600,0.74,1145,3406,1,40600,48,4
955315,0,0,0,3500,0.98,909,4755,1,55800,34,4
167308,0,1,0,4300,0.96,700,3062,0,0,44,4
979899,0,1,1,4900,0.52,814,1870,1,18300,18,1
943176,1,NA,NA,5100,0.61,1380,1641,1,23200,35,2
431312,1,NA,NA,2200,0.92,403,1098,1,24500,29,1
303144,1,NA,NA,0,NA,1715,1706,1,26500,33,3
780848,1,NA,NA,1100,0.77,970,1587,0,0,28,7
809725,1,NA,NA,0,NA,510,494,1,25300,46,2
644212,1,NA,NA,4600,0.4,1256,902,1,24400,24,5
532806,1,NA,NA,4400,0.69,2406,2304,1,21700,20,3
781256,1,NA,NA,4200,0.97,455,1956,1,11600,18,1
616543,0,1,0,4900,0.51,2084,2642,0,0,55,8
64425,1,NA,NA,6000,0.68,6258,2082,1,62400,36,3
111069,0,1,1,4600,0.73,1082,1038,0,0,43,3
944652,1,NA,NA,8700,0.94,3749,7136,1,33800,40,7
120636,1,NA,NA,5100,0.94,1269,1812,0,0,58,2
545625,1,NA,NA,2000,1.09,642,1533,0,0,59,5
228974,0,1,1,3900,0.96,564,1587,1,27400,48,6
780474,0,1,0,10400,0.85,1178,3683,1,25600,36,3
5125,0,1,1,4900,0.83,1016,2380,1,28500,68,2
987804,0,1,0,0,NA,412,1855,0,0,34,4
195980,0,1,0,6500,0.86,3379,8051,1,25800,41,2
940132,0,1,0,2600,0.55,2516,2447,1,26300,41,8
250605,0,1,1,2900,0.9,194,1015,1,46100,34,1
248911,1,NA,NA,0,NA,1074,347,0,0,46,8
941309,0,1,0,4900,0.6,1033,1554,0,0,30,2
887666,1,NA,NA,2300,1.03,802,2494,0,0,33,2
587740,0,1,0,5300,0.67,3335,5116,0,0,55,7
333670,1,NA,NA,4300,0.66,2696,3600,1,45300,31,3
52393,0,1,0,9000,0.82,4796,1388,1,39000,33,2
420283,1,NA,NA,0,NA,399,2529,0,0,45,2
459843,0,1,1,3200,0.84,4152,6271,1,42900,37,7
658644,0,1,0,4400,0.6,641,2181,0,0,34,4
32572,1,NA,NA,8700,0.91,1098,1981,1,69100,64,1
303804,1,NA,NA,1200,0.84,929,3936,0,0,47,4
470986,0,1,0,9600,0.56,5558,5275,1,54700,33,1
10031,1,NA,NA,3000,0.54,469,2259,1,32900,30,2
339826,0,1,0,3200,0.84,4899,2360,1,29900,24,1
770939,1,NA,NA,2600,0.68,800,2522,1,3700,22,6
178191,1,NA,NA,3000,1.07,303,2116,1,28800,24,2
614965,0,1,1,8800,0.82,5597,3199,1,20100,35,4
53147,0,1,1,5700,0.76,833,2004,1,43100,52,5
764507,0,1,0,2100,0.53,2889,5047,0,0,41,1
738798,1,NA,NA,6200,0.72,6219,2012,1,42900,29,2
409967,0,1,1,5300,0.66,2856,8010,1,51100,36,1
399128,0,1,0,6900,0.88,378,3413,0,0,35,1
468653,1,NA,NA,4000,0.8,590,1744,0,0,26,8
7729,1,NA,NA,6100,0.76,1129,2961,0,0,43,3
602603,0,1,0,2000,0.68,4030,4292,1,20400,57,8
701647,0,1,0,3100,0.85,5011,737,1,48000,32,3
876840,1,NA,NA,2100,0.59,1221,864,0,0,47,1
454965,0,1,1,2800,0.9,876,2912,1,31100,61,2
277149,0,1,1,5700,0.72,1615,5467,0,0,30,0
284769,0,1,1,2200,0.8,997,3491,0,0,32,3
451819,0,1,0,6700,0.55,2417,6972,1,25600,38,8
578695,0,1,1,2500,0.96,237,797,0,0,31,2
823027,0,1,1,3800,0.87,578,3249,1,28200,40,3
366937,0,1,0,0,NA,1427,1651,0,0,45,0
607964,0,1,1,2600,0.76,958,3143,0,0,54,8
512663,1,NA,NA,5900,0.35,4160,3636,1,31000,57,1
490329,0,1,0,4300,0.85,1064,31,1,22100,50,7
52157,1,NA,NA,4200,1.03,815,2856,0,0,48,3
443769,1,NA,NA,3400,1.03,216,2907,0,0,39,6
596023,0,1,0,3600,0.57,1024,1719,1,14700,33,8
89498,1,NA,NA,5200,0.69,1970,3498,1,9100,52,1
144663,1,NA,NA,6000,0.77,3736,7531,1,29800,24,3
399764,0,1,1,3300,0.86,1569,4342,0,0,47,8
902146,0,1,1,4300,0.77,132,1454,0,0,48,8
247540,0,0,1,3300,0.58,687,2102,0,0,58,5
958754,0,1,1,4400,0.7,1163,3713,0,0,39,2
71191,0,1,1,0,NA,535,2268,0,0,53,3
345769,1,NA,NA,4300,0.75,1123,672,0,0,39,1
788713,0,1,1,2900,0.84,1236,3944,1,29900,51,0
318879,0,1,0,5100,0.75,336,3738,1,42600,48,0
663086,1,NA,NA,1900,0.98,644,3087,1,34800,22,7
953696,1,NA,NA,3500,0.78,1139,1207,0,0,50,2
72030,1,NA,NA,4400,0.85,2636,1422,0,0,30,2
556160,0,1,1,5200,0.71,1545,5689,1,38400,56,6
221673,1,NA,NA,2100,0.58,2793,5643,1,46400,39,3
129248,0,1,1,6500,0.9,1041,1687,0,0,46,1
733137,1,NA,NA,7200,0.47,1134,5951,1,43000,54,2
561249,0,1,0,3800,0.58,3162,7075,0,0,29,3
80336,0,1,0,4600,0.48,816,9209,1,59200,26,0
873776,1,NA,NA,1800,0.59,642,6249,1,24300,60,3
886742,1,NA,NA,500,1.08,141,617,0,0,54,1
547553,0,1,0,9100,0.84,4313,4801,1,30000,41,2
855868,0,1,0,4800,0.82,1542,2336,1,3300,24,2
399282,0,1,0,4000,0.65,58,2303,1,31600,47,5
941700,0,0,1,0,NA,1972,1700,0,0,50,1
824009,1,NA,NA,3900,0.7,885,2961,1,34100,26,5
969498,0,1,1,6100,0.54,1151,1927,1,29800,43,8
394898,0,1,0,6300,0.63,3365,4119,1,25900,42,1
722186,1,NA,NA,3300,0.7,1233,2952,1,24100,36,8
158530,1,NA,NA,5800,0.98,3309,2938,1,16000,53,1
463222,1,NA,NA,4800,0.6,1487,3669,1,14700,24,6
392953,1,NA,NA,4500,0.69,10,3124,1,55600,30,2
997904,1,NA,NA,1100,0.99,1367,2823,1,19800,56,5
250590,0,1,0,9300,0.95,3619,5094,1,35600,61,4
916264,0,1,0,4400,0.86,3426,3957,1,38000,28,1
863210,1,NA,NA,2100,0.6,898,2232,1,25600,31,5
584688,0,1,1,1000,0.8,506,1308,0,0,50,1
783958,0,1,1,1100,0.81,1120,94,1,28900,42,4
187875,0,1,0,0,NA,1131,1473,0,0,33,4
931640,1,NA,NA,0,NA,2632,3825,1,31900,62,8
923480,0,1,0,2500,0.5,752,790,1,44300,35,2
727416,1,NA,NA,0,NA,560,1783,1,37000,36,3
603876,0,1,0,2800,0.96,1416,1142,1,21300,49,2
393667,0,1,0,4800,0.79,1695,4188,0,0,40,1
468563,1,NA,NA,4300,0.77,1273,1862,1,26000,30,8
312658,0,1,1,8600,0.86,1108,2358,1,24800,43,3
6266,0,1,1,1000,1.06,782,2889,0,0,29,4
12479,0,1,0,5400,0.4,3329,1094,1,31300,53,8
666658,1,NA,NA,3000,0.63,518,775,0,0,32,8
827831,1,NA,NA,5100,0.95,857,2020,1,26600,29,2
432316,0,1,0,2000,0.8,580,2371,1,22600,32,3
237279,1,NA,NA,4900,0.64,2378,1924,1,64200,25,8
996996,0,1,1,0,NA,590,1861,0,0,46,3
830337,1,NA,NA,4000,0.81,1402,2775,0,0,53,3
942254,1,NA,NA,6200,0.47,540,1920,1,36700,42,2
154126,0,1,0,5400,0.89,629,1343,1,35000,42,2
473793,0,0,1,2100,1.01,1067,2121,1,19400,39,2
381974,1,NA,NA,3500,0.54,971,1755,0,0,34,8
802241,1,NA,NA,4800,0.96,508,2922,0,0,61,1
332700,0,1,0,800,0.82,650,2548,0,0,38,6
942974,1,NA,NA,4300,0.76,1898,2625,1,50400,20,1
892953,1,NA,NA,6100,0.73,135,4530,1,8800,19,8
192483,1,NA,NA,4500,0.42,1963,2447,0,0,46,5
873817,0,1,1,2300,0.68,699,2144,0,0,59,2
183506,1,NA,NA,6900,1,459,2277,1,17000,42,8
947357,1,NA,NA,2400,0.85,2174,599,1,38500,49,3
931161,1,NA,NA,4900,0.7,1151,2565,0,0,52,8
467720,1,NA,NA,4000,0.44,4605,1884,1,44000,41,3
653475,0,1,0,4700,0.58,3561,5761,1,47300,42,8
344787,0,1,0,4200,0.98,610,4460,1,49400,32,3
900739,0,1,0,4000,0.66,1959,4318,1,24000,37,5
488848,0,1,0,1300,0.78,1521,2234,1,15700,40,4
732169,1,NA,NA,5800,0.79,3482,6140,1,18300,46,8
903269,1,NA,NA,2100,0.59,1501,892,1,31500,35,3
760199,1,NA,NA,5100,0.64,755,5829,1,36300,62,3
229179,0,1,0,3300,0.68,2334,3722,0,0,18,4
607784,1,NA,NA,4000,0.83,866,2591,0,0,40,2
604437,0,1,1,0,NA,1499,1625,0,0,29,2
792667,0,1,0,3100,0.31,1037,5165,1,36700,59,3
391879,0,1,1,5600,0.99,950,3133,1,24100,49,1
500831,0,0,0,1900,0.95,1205,125,1,33800,47,8
221408,1,NA,NA,4000,0.53,2448,2196,0,0,32,8
999191,0,0,1,2700,0.82,754,2777,1,35500,61,5
495468,0,1,0,5700,0.93,1389,1312,0,0,66,2
625769,0,1,1,8100,0.34,2186,5709,1,15200,55,1
779960,1,NA,NA,9600,0.77,3023,2281,1,30000,25,5
155320,1,NA,NA,3300,0.64,870,1747,0,0,25,8
774569,1,NA,NA,2400,0.9,2721,3920,0,0,59,4
783237,1,NA,NA,5300,0.67,1705,6620,1,36900,79,1
569974,0,1,0,4000,0.88,3319,4672,1,51500,35,3
113355,1,NA,NA,1900,0.42,2402,4082,1,17900,26,8
475682,1,NA,NA,7200,0.52,3498,5800,0,0,41,5
496946,0,1,0,4200,0.69,3771,2373,0,0,55,4
837821,1,NA,NA,3700,0.94,3785,2948,1,34000,36,4
445060,1,NA,NA,3300,0.53,2579,5596,1,31800,59,3
916929,1,NA,NA,3200,0.68,1936,743,1,17800,38,4
657665,1,NA,NA,0,NA,416,1847,1,43000,58,3
698982,1,NA,NA,4300,0.69,2028,7803,1,12700,18,1
183554,0,0,0,0,NA,1524,2178,0,0,34,1
689760,0,1,0,4500,0.76,338,1521,0,0,40,2
962958,1,NA,NA,4500,0.87,1379,3036,0,0,31,8
321642,1,NA,NA,1200,0.62,614,1405,1,17600,43,3
956489,1,NA,NA,3700,0.59,5034,3089,1,24500,22,2
509392,1,NA,NA,0,NA,1204,1427,0,0,44,7
547197,1,NA,NA,3100,0.96,920,974,0,0,45,4
782116,0,1,1,3900,0.77,694,2354,0,0,64,2
664314,1,NA,NA,4100,0.4,1167,2282,0,0,57,8
698159,0,1,0,5900,0.79,1225,4761,1,41600,27,6
438776,1,NA,NA,7700,0.96,1222,4826,1,33200,36,2
529699,1,NA,NA,3100,0.92,932,2644,1,27400,42,3
914358,0,1,1,2700,0.79,687,4168,0,0,38,5
248320,0,1,0,3100,0.6,1717,3859,0,0,35,5
88828,0,1,0,1600,1,329,1206,1,21800,33,8
286832,0,1,0,4100,0.64,952,740,1,25100,36,1
894741,0,1,1,4000,0.83,752,2859,1,31300,42,5
252112,1,NA,NA,4200,0.65,4429,6129,1,52700,53,6
898201,1,NA,NA,4300,0.82,1054,1953,1,29500,20,4
598088,1,NA,NA,4100,0.69,1749,905,1,34000,52,1
812425,0,0,0,4800,0.8,1426,33,0,0,29,1
876473,0,1,1,9000,0.58,506,827,0,0,39,2
903391,1,NA,NA,2600,0.95,458,2558,0,0,38,5
491605,0,1,0,4300,0.8,2897,3337,1,24300,25,6
576217,1,NA,NA,4800,0.6,4609,2325,1,41200,27,5
29941,1,NA,NA,4700,0.89,2039,624,1,26400,55,4
139646,0,0,0,2000,0.97,1291,1003,0,0,20,3
418953,1,NA,NA,7100,0.8,2871,6851,1,500,37,3
128181,1,NA,NA,1800,0.9,3535,5061,1,41700,60,8
640486,1,NA,NA,2900,0.76,2429,5845,1,50200,37,5
400592,0,1,1,6000,1.08,3130,4425,1,26700,40,8
592348,0,1,1,3000,0.71,1286,4392,1,10300,31,2
354907,1,NA,NA,4900,0.59,1607,2259,1,24500,22,5
194128,1,NA,NA,1000,0.94,105,1489,0,0,71,4
127715,1,NA,NA,0,NA,1093,632,1,23200,30,7
3621,0,0,0,4200,0.71,2338,3701,1,8900,78,2
396242,1,NA,NA,7000,0.49,578,7876,1,33600,66,1
83677,1,NA,NA,7600,0.72,653,2822,0,0,38,7
947782,1,NA,NA,8100,0.81,3047,3566,0,0,50,1
6319,1,NA,NA,4600,0.53,1343,1184,0,0,45,8
726902,0,1,0,6300,0.39,1226,3734,1,38900,52,2
176882,0,1,0,4500,1.08,728,5636,1,41600,43,2
373808,0,1,0,1000,0.77,4601,3621,1,28400,22,1
93080,1,NA,NA,0,NA,1157,2804,0,0,56,1
935780,0,1,0,3800,0.93,4017,3591,1,52000,40,1
820278,0,1,1,900,0.71,1260,4474,0,0,28,1
830333,0,1,0,0,NA,686,374,0,0,46,1
110018,1,NA,NA,5900,0.57,1125,2562,1,60100,36,2
911783,1,NA,NA,8400,0.82,1166,3133,0,0,43,2
207620,0,1,1,0,NA,389,2692,1,7400,44,6
813996,1,NA,NA,3800,0.56,1202,2287,0,0,28,3
490348,1,NA,NA,2400,0.35,1625,2715,1,50700,19,1
786719,0,1,0,2700,0.55,799,5165,0,0,38,3
153488,1,NA,NA,3300,0.42,1259,2564,1,20100,37,1
800831,0,1,0,3900,0.54,1012,5536,1,53000,30,5
387573,0,1,0,2800,0.74,947,2301,0,0,51,2
188677,1,NA,NA,2900,0.58,714,1768,0,0,51,2
330553,1,NA,NA,6400,0.56,933,1360,1,58200,32,1
589386,1,NA,NA,0,NA,1226,3408,1,14100,44,4
271615,1,NA,NA,4500,0.47,5689,4860,1,35300,33,1
896871,1,NA,NA,900,0.67,775,1476,1,29000,51,8
279574,1,NA,NA,3100,0.68,2921,6379,1,41600,34,5
597720,0,1,1,7500,0.66,1655,3102,0,0,36,1
917004,1,NA,NA,7700,0.49,1658,2673,1,51500,48,8
964843,0,0,1,3600,0.81,877,1985,0,0,51,7
218416,1,NA,NA,7800,0.74,4566,980,1,55400,58,3
735232,0,0,0,5700,0.53,980,4543,1,22900,31,1
594677,1,NA,NA,4100,0.46,4156,1903,1,42900,37,8
583453,0,1,0,5200,0.57,5288,4981,1,38200,34,4
381347,1,NA,NA,3900,0.64,1039,2058,0,0,57,0
957029,0,1,0,6000,0.45,2762,644,1,40900,41,8
898406,0,1,0,8300,0.87,334,3101,1,32100,21,2
333845,1,NA,NA,5600,0.81,3842,4914,1,7800,37,1
271757,1,NA,NA,0,NA,2455,2547,0,0,20,8
344035,1,NA,NA,3500,0.51,4899,2876,1,52400,50,1
660952,1,NA,NA,4600,0.81,2908,4452,1,8300,42,2
57164,1,NA,NA,4900,0.76,1734,5747,1,25600,39,1
396398,1,NA,NA,3000,0.66,1175,2753,0,0,28,8
374824,0,1,0,9000,0.78,3076,6281,1,63200,56,1
329148,1,NA,NA,6600,0.85,3564,2332,1,41400,45,0
192332,0,1,1,0,NA,363,1859,0,0,49,8
27207,0,1,0,5200,0.78,3701,4606,0,0,39,8
607728,1,NA,NA,2400,0.3,2587,6864,1,39300,40,8
976853,1,NA,NA,2600,0.64,5377,7382,1,36600,34,4
237701,1,NA,NA,0,NA,961,5294,0,0,40,1
61574,1,NA,NA,4900,0.68,420,2660,1,38300,41,2
364170,0,1,1,5000,0.86,486,1109,0,0,24,2
599360,1,NA,NA,3500,0.96,674,2358,1,42600,46,4
974799,0,1,1,2400,0.69,1080,449,0,0,43,3
645736,1,NA,NA,8300,0.97,4135,1369,1,33600,19,5
222660,1,NA,NA,6900,0.88,1290,2186,1,23100,54,8
294730,1,NA,NA,3500,0.38,2034,4480,1,53400,39,1
589673,1,NA,NA,6700,0.88,642,1594,0,0,53,4
46650,0,1,0,3800,0.7,1829,215,0,0,22,5
156395,1,NA,NA,0,NA,1632,3595,1,3400,20,1
606550,1,NA,NA,5300,0.73,1527,3048,1,23400,25,2
83826,1,NA,NA,0,NA,766,3,0,0,30,2
245942,0,0,1,6800,0.94,7074,4143,1,33200,39,3
81242,1,NA,NA,5700,0.82,507,1708,1,16200,45,1
59661,1,NA,NA,7800,0.97,1466,277,1,27900,42,8
379677,1,NA,NA,6400,0.69,223,634,0,0,38,6
918719,0,1,0,4800,0.9,1655,2340,0,0,51,2
389457,1,NA,NA,2700,0.95,628,3072,1,31900,28,8
193700,1,NA,NA,2800,0.91,6591,860,1,20400,58,1
179920,0,1,0,5300,0.38,1645,5568,0,0,34,6
224465,1,NA,NA,3700,0.81,782,3587,0,0,31,7
376449,0,1,0,2200,0.8,849,1903,1,23700,45,2
166903,1,NA,NA,900,0.98,1039,2015,1,25100,40,5
80892,1,NA,NA,4500,0.54,3117,2368,1,18900,50,4
369769,0,1,0,4500,0.7,663,287,0,0,41,7
856957,1,NA,NA,3100,0.37,2230,4693,1,18600,70,4
463024,1,NA,NA,7500,0.55,2628,7470,1,46300,32,2
518808,0,1,0,2500,0.31,4946,7258,0,0,30,1
394559,1,NA,NA,4200,0.97,3598,1935,1,32700,62,8
413356,1,NA,NA,2200,1.09,1579,1659,0,0,48,2
920702,1,NA,NA,0,NA,809,2807,1,52700,18,6
320796,1,NA,NA,2400,0.7,1402,876,1,32000,67,1
461249,0,1,1,2100,0.73,1832,1983,0,0,34,3
933732,1,NA,NA,4500,0.93,1097,1848,0,0,28,7
419027,1,NA,NA,5000,0.71,3350,10905,1,34300,30,6
26321,1,NA,NA,3700,0.74,4364,3694,1,32700,32,8
218317,1,NA,NA,6300,0.81,915,2098,0,0,54,8
532538,0,1,1,3300,1.04,591,3327,1,21100,21,7
322986,1,NA,NA,5400,0.55,934,4572,1,43200,23,8
844686,0,1,1,3400,0.85,524,2128,0,0,41,6
378872,1,NA,NA,3900,0.65,1988,2859,1,27600,44,7
259227,1,NA,NA,3900,0.34,90,4532,1,29100,20,3
288547,0,1,1,3100,0.48,1164,2700,1,25300,43,8
148993,1,NA,NA,5100,0.34,4149,9306,1,49500,44,0
468171,0,1,1,1900,0.86,1172,2161,0,0,53,1
536850,1,NA,NA,2300,0.93,1390,3264,0,0,38,3
654734,0,0,0,4600,0.6,5742,4805,1,27900,38,4
454717,1,NA,NA,2600,0.64,1267,1881,1,23400,36,3
269904,0,1,0,4700,0.65,199,2296,1,64200,46,0
288118,0,1,1,4200,0.45,1243,1891,0,0,45,5
32715,0,1,1,2600,0.88,1087,2247,0,0,26,1
931207,1,NA,NA,5300,0.79,2101,5073,1,11900,29,0
650100,1,NA,NA,1400,0.71,774,3550,0,0,29,8
900328,1,NA,NA,2000,0.59,4917,832,1,61200,46,5
650795,0,1,0,7100,0.72,6386,4078,1,38500,42,2
789553,1,NA,NA,5000,0.9,506,2304,0,0,31,4
887442,0,1,1,8800,0.7,685,1079,0,0,55,8
197460,0,0,1,4600,0.98,840,2536,0,0,36,4
326549,0,1,0,3800,1.03,1682,7068,0,0,35,4
588992,0,1,1,2700,0.67,3927,5541,1,33700,32,2
239207,0,1,1,5100,0.51,5006,4020,1,31600,22,3
522098,1,NA,NA,6600,0.73,2415,5029,1,42100,63,5
406018,1,NA,NA,4300,0.64,4055,3783,1,19400,21,2
391830,1,NA,NA,8400,0.6,1866,4788,1,33600,36,1
915219,1,NA,NA,3600,0.51,422,3318,1,21400,47,1
131950,0,1,0,2000,0.92,236,2877,0,0,40,1
48639,0,1,0,6900,0.86,1260,7525,0,0,67,0
282263,1,NA,NA,3600,0.94,2593,9001,1,32300,53,8
735710,0,1,0,4800,0.83,880,3690,1,13000,38,2
